"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
059412,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059413,3,,2,,80,,3,,84,,3,,80,,2,,74,,73,,74,,14,,
059414,3,,3,,83,,3,,82,,2,,77,,2,,81,,71,,117,,23,,
059415,Not Available,11,Not Available,11,75,11,Not Available,11,60,11,Not Available,11,53,11,Not Available,11,69,11,55,11,21,11,9,11,11
059416,Not Available,9,Not Available,9,87,9,Not Available,9,89,9,Not Available,9,71,9,Not Available,9,77,9,85,9,8,9,42,9,9
059417,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059418,4,11,3,11,84,11,3,11,83,11,5,11,87,11,4,11,85,11,81,11,63,11,24,11,11
059420,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059423,Not Available,11,Not Available,11,74,11,Not Available,11,48,11,Not Available,11,92,11,Not Available,11,55,11,43,11,12,11,27,11,11
059426,5,11,5,11,98,11,4,11,93,11,4,11,85,11,5,11,99,11,93,11,40,11,16,11,11
059427,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059428,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059429,Not Available,11,Not Available,11,100,11,Not Available,11,98,11,Not Available,11,100,11,Not Available,11,92,11,87,11,29,11,12,11,11
059430,4,11,5,11,93,11,4,11,91,11,4,11,85,11,4,11,87,11,75,11,57,11,12,11,11
059432,Not Available,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,97,11,100,11,13,11,15,11,11
059434,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059435,Not Available,11,Not Available,11,95,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,95,11,84,11,26,11,15,11,11
059436,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059437,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059438,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059439,Not Available,11,Not Available,11,91,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,89,11,92,11,15,11,13,11,11
059440,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059441,2,,3,,86,,1,,76,,1,,64,,3,,88,,72,,87,,21,,
059445,Not Available,11,Not Available,11,100,11,Not Available,11,98,11,Not Available,11,97,11,Not Available,11,99,11,98,11,37,11,29,11,11
059447,3,,3,,85,,3,,84,,2,,74,,2,,79,,71,,142,,20,,
059448,Not Available,11,Not Available,11,84,11,Not Available,11,77,11,Not Available,11,92,11,Not Available,11,60,11,58,11,16,11,16,11,11
059449,Not Available,11,Not Available,11,88,11,Not Available,11,84,11,Not Available,11,71,11,Not Available,11,82,11,72,11,36,11,22,11,11
059450,2,11,2,11,83,11,2,11,78,11,1,11,46,11,2,11,82,11,69,11,63,11,15,11,11
059452,Not Available,11,Not Available,11,82,11,Not Available,11,84,11,Not Available,11,90,11,Not Available,11,81,11,74,11,16,11,10,11,11
059453,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059454,3,11,4,11,89,11,2,11,80,11,3,11,83,11,3,11,80,11,77,11,43,11,23,11,11
059455,Not Available,11,Not Available,11,84,11,Not Available,11,86,11,Not Available,11,81,11,Not Available,11,69,11,72,11,11,11,20,11,11
059457,Not Available,9,Not Available,9,100,9,Not Available,9,87,9,Not Available,9,93,9,Not Available,9,100,9,98,9,2,9,13,9,9
059458,2,11,1,11,69,11,2,11,70,11,5,11,89,11,1,11,63,11,57,11,62,11,20,11,11
059459,5,11,5,11,92,11,5,11,91,11,5,11,100,11,5,11,100,11,90,11,46,11,23,11,11
059460,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059461,2,,3,,85,,2,,79,,2,,76,,2,,79,,67,,247,,17,,
059462,Not Available,11,Not Available,11,91,11,Not Available,11,91,11,Not Available,11,93,11,Not Available,11,92,11,81,11,28,11,8,11,11
059463,2,,2,,83,,2,,80,,3,,81,,2,,79,,73,,85,,17,,
059464,4,,4,,90,,4,,87,,3,,81,,3,,84,,80,,243,,20,,
059465,2,11,3,11,85,11,2,11,82,11,3,11,81,11,1,11,81,11,68,11,53,11,9,11,11
059466,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059467,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059468,Not Available,11,Not Available,11,79,11,Not Available,11,79,11,Not Available,11,82,11,Not Available,11,79,11,80,11,28,11,9,11,11
059469,Not Available,11,Not Available,11,98,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,69,11,93,11,11,11,11,11,11
059470,1,11,1,11,80,11,2,11,83,11,1,11,67,11,1,11,77,11,68,11,45,11,9,11,11
059471,2,,2,,84,,2,,81,,2,,78,,2,,77,,71,,367,,21,,
059474,1,,2,,81,,1,,73,,1,,71,,1,,81,,66,,82,,18,,
059475,4,11,4,11,91,11,3,11,84,11,5,11,87,11,3,11,86,11,80,11,54,11,20,11,11
059476,1,11,2,11,83,11,1,11,74,11,1,11,67,11,1,11,69,11,50,11,56,11,15,11,11
059477,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059478,Not Available,11,Not Available,11,89,11,Not Available,11,80,11,Not Available,11,86,11,Not Available,11,88,11,66,11,17,11,20,11,11
059480,3,11,4,11,89,11,2,11,82,11,2,11,76,11,2,11,81,11,82,11,51,11,24,11,11
059481,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059482,3,,3,,84,,3,,83,,2,,74,,2,,75,,65,,127,,20,,
059483,2,11,3,11,84,11,2,11,81,11,2,11,74,11,2,11,83,11,75,11,45,11,23,11,11
059485,Not Available,11,Not Available,11,76,11,Not Available,11,83,11,Not Available,11,98,11,Not Available,11,95,11,76,11,26,11,15,11,11
059486,Not Available,11,Not Available,11,68,11,Not Available,11,77,11,Not Available,11,75,11,Not Available,11,54,11,33,11,16,11,9,11,11
059487,Not Available,11,Not Available,11,93,11,Not Available,11,80,11,Not Available,11,80,11,Not Available,11,84,11,67,11,35,11,14,11,11
059488,Not Available,11,Not Available,11,88,11,Not Available,11,77,11,Not Available,11,78,11,Not Available,11,67,11,84,11,12,11,14,11,11
059490,3,11,2,11,81,11,3,11,81,11,3,11,82,11,2,11,79,11,75,11,65,11,17,11,11
059492,Not Available,11,Not Available,11,85,11,Not Available,11,76,11,Not Available,11,69,11,Not Available,11,82,11,70,11,17,11,15,11,11
059493,3,11,3,11,83,11,2,11,78,11,5,11,90,11,2,11,80,11,83,11,41,11,27,11,11
059494,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059495,Not Available,11,Not Available,11,90,11,Not Available,11,92,11,Not Available,11,83,11,Not Available,11,80,11,80,11,31,11,28,11,11
059496,4,11,2,11,85,11,4,11,88,11,5,11,87,11,3,11,87,11,73,11,58,11,20,11,11
059497,Not Available,11,Not Available,11,96,11,Not Available,11,90,11,Not Available,11,100,11,Not Available,11,100,11,100,11,11,11,14,11,11
059498,Not Available,11,Not Available,11,89,11,Not Available,11,88,11,Not Available,11,72,11,Not Available,11,82,11,66,11,26,11,18,11,11
059499,Not Available,11,Not Available,11,87,11,Not Available,11,87,11,Not Available,11,93,11,Not Available,11,89,11,67,11,22,11,24,11,11
059503,Not Available,9,Not Available,9,78,9,Not Available,9,89,9,Not Available,9,88,9,Not Available,9,60,9,56,9,10,9,4,9,9
059504,4,11,4,11,89,11,3,11,83,11,5,11,88,11,4,11,89,11,70,11,40,11,18,11,11
059507,3,,4,,90,,3,,86,,2,,79,,3,,83,,78,,171,,16,,
059509,2,11,2,11,82,11,2,11,78,11,3,11,80,11,1,11,78,11,83,11,45,11,18,11,11
059510,2,,2,,85,,2,,80,,2,,77,,2,,76,,72,,87,,18,,
059511,2,11,2,11,79,11,2,11,78,11,1,11,69,11,1,11,71,11,62,11,60,11,21,11,11
059512,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059513,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059514,Not Available,11,Not Available,11,93,11,Not Available,11,79,11,Not Available,11,95,11,Not Available,11,88,11,85,11,19,11,12,11,11
059515,Not Available,11,Not Available,11,87,11,Not Available,11,90,11,Not Available,11,74,11,Not Available,11,88,11,77,11,35,11,18,11,11
059516,1,,1,,81,,2,,82,,1,,66,,1,,76,,74,,134,,16,,
059517,3,11,2,11,84,11,2,11,77,11,3,11,80,11,3,11,85,11,72,11,65,11,15,11,11
059518,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059520,Not Available,11,Not Available,11,73,11,Not Available,11,81,11,Not Available,11,84,11,Not Available,11,82,11,66,11,13,11,10,11,11
059521,2,11,2,11,80,11,3,11,83,11,1,11,70,11,1,11,78,11,69,11,42,11,18,11,11
059522,Not Available,11,Not Available,11,96,11,Not Available,11,96,11,Not Available,11,99,11,Not Available,11,96,11,75,11,37,11,23,11,11
059523,2,11,3,11,86,11,1,11,76,11,1,11,68,11,1,11,72,11,54,11,55,11,22,11,11
059524,1,11,1,11,71,11,1,11,70,11,1,11,63,11,1,11,60,11,65,11,56,11,18,11,11
059525,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059526,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059527,Not Available,9,Not Available,9,99,9,Not Available,9,98,9,Not Available,9,98,9,Not Available,9,94,9,100,9,7,9,16,9,9
059528,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059529,Not Available,11,Not Available,11,100,11,Not Available,11,100,11,Not Available,11,100,11,Not Available,11,100,11,100,11,11,11,19,11,11
059531,Not Available,9,Not Available,9,69,9,Not Available,9,85,9,Not Available,9,88,9,Not Available,9,100,9,73,9,3,9,12,9,9
059532,Not Available,11,Not Available,11,88,11,Not Available,11,84,11,Not Available,11,92,11,Not Available,11,98,11,77,11,15,11,9,11,11
059533,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,4,9,25,9,9
059535,Not Available,11,Not Available,11,87,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,93,11,88,11,33,11,22,11,11
059536,3,,3,,85,,3,,82,,3,,80,,3,,84,,73,,172,,15,,
059537,Not Available,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,75,11,Not Available,11,81,11,79,11,39,11,27,11,11
059538,Not Available,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,77,11,Not Available,11,89,11,83,11,14,11,15,11,11
059541,4,11,5,11,92,11,4,11,92,11,3,11,80,11,3,11,86,11,78,11,64,11,26,11,11
059542,Not Available,11,Not Available,11,96,11,Not Available,11,87,11,Not Available,11,66,11,Not Available,11,99,11,86,11,14,11,21,11,11
059544,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059545,3,,3,,86,,4,,86,,2,,76,,3,,82,,76,,141,,22,,
059546,1,,1,,76,,1,,73,,1,,64,,1,,66,,51,,311,,16,,
059547,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059550,Not Available,11,Not Available,11,90,11,Not Available,11,89,11,Not Available,11,97,11,Not Available,11,92,11,74,11,20,11,21,11,11
059551,3,,3,,85,,3,,85,,2,,77,,3,,80,,73,,346,,21,,
059552,Not Available,11,Not Available,11,95,11,Not Available,11,84,11,Not Available,11,100,11,Not Available,11,99,11,98,11,12,11,6,11,11
059553,Not Available,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,89,11,83,11,12,11,8,11,11
059554,3,11,3,11,86,11,3,11,86,11,2,11,77,11,3,11,80,11,84,11,46,11,15,11,11
059557,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059558,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059559,Not Available,9,Not Available,9,94,9,Not Available,9,95,9,Not Available,9,74,9,Not Available,9,100,9,100,9,6,9,5,9,9
059560,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059561,4,,5,,90,,4,,87,,3,,82,,4,,89,,84,,110,,26,,
059562,Not Available,11,Not Available,11,97,11,Not Available,11,97,11,Not Available,11,100,11,Not Available,11,99,11,91,11,18,11,11,11,11
059563,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059564,3,,3,,85,,3,,82,,2,,75,,2,,82,,66,,154,,22,,
059566,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059567,4,,4,,89,,4,,85,,5,,97,,2,,69,,74,,76,,32,,
059568,Not Available,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,80,11,Not Available,11,70,11,70,11,26,11,19,11,11
059569,Not Available,11,Not Available,11,84,11,Not Available,11,78,11,Not Available,11,80,11,Not Available,11,76,11,77,11,22,11,22,11,11
059570,Not Available,"9,10",Not Available,"9,10",88,"9,10",Not Available,"9,10",81,"9,10",Not Available,"9,10",97,"9,10",Not Available,"9,10",92,"9,10",66,"9,10",9,"9,10",16,"9,10","9,10"
059571,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059573,Not Available,11,Not Available,11,88,11,Not Available,11,81,11,Not Available,11,83,11,Not Available,11,89,11,85,11,25,11,13,11,11
059574,Not Available,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,91,11,Not Available,11,61,11,63,11,13,11,54,11,11
059575,3,,3,,83,,2,,82,,3,,80,,2,,79,,74,,207,,21,,
059576,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059577,Not Available,9,Not Available,9,88,9,Not Available,9,65,9,Not Available,9,67,9,Not Available,9,62,9,51,9,9,9,8,9,9
059578,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059579,3,,4,,88,,4,,88,,3,,83,,2,,80,,80,,130,,19,,
059580,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059581,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059582,Not Available,11,Not Available,11,96,11,Not Available,11,93,11,Not Available,11,95,11,Not Available,11,90,11,87,11,34,11,31,11,11
059583,1,,1,,77,,1,,73,,1,,66,,1,,69,,54,,224,,16,,
059584,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059585,3,,3,,84,,4,,89,,1,,66,,4,,84,,78,,79,,14,,
059586,3,11,2,11,82,11,4,11,86,11,3,11,80,11,1,11,74,11,63,11,53,11,12,11,11
059587,2,11,3,11,85,11,1,11,74,11,1,11,70,11,1,11,68,11,77,11,56,11,24,11,11
059588,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059589,4,,5,,90,,4,,86,,3,,82,,4,,89,,79,,164,,28,,
059590,2,11,1,11,84,11,1,11,76,11,2,11,72,11,2,11,74,11,63,11,64,11,23,11,11
059592,Not Available,9,Not Available,9,83,9,Not Available,9,78,9,Not Available,9,81,9,Not Available,9,63,9,71,9,9,9,16,9,9
059593,2,,2,,81,,2,,80,,1,,69,,1,,75,,62,,178,,19,,
059594,2,,2,,82,,2,,79,,1,,71,,2,,82,,74,,120,,16,,
059595,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,89,9,Not Available,9,94,9,93,9,5,9,31,9,9
059597,2,,3,,85,,2,,80,,2,,74,,2,,79,,73,,245,,29,,
059598,Not Available,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,62,11,Not Available,11,87,11,88,11,20,11,16,11,11
059602,4,11,5,11,92,11,3,11,84,11,5,11,87,11,3,11,83,11,74,11,47,11,22,11,11
059603,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059606,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059607,Not Available,11,Not Available,11,89,11,Not Available,11,81,11,Not Available,11,84,11,Not Available,11,92,11,88,11,32,11,16,11,11
059609,3,,3,,88,,4,,88,,3,,83,,1,,83,,68,,108,,23,,
059610,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,81,11,77,11,37,11,21,11,11
059611,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059612,2,11,1,11,80,11,2,11,76,11,3,11,81,11,2,11,79,11,71,11,42,11,18,11,11
059613,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059614,Not Available,9,Not Available,9,81,9,Not Available,9,80,9,Not Available,9,83,9,Not Available,9,80,9,47,9,8,9,23,9,9
059615,2,11,3,11,85,11,1,11,77,11,2,11,72,11,1,11,82,11,72,11,60,11,20,11,11
059617,1,,2,,81,,1,,72,,1,,69,,1,,68,,56,,81,,18,,
059618,Not Available,11,Not Available,11,86,11,Not Available,11,80,11,Not Available,11,62,11,Not Available,11,65,11,72,11,11,11,8,11,11
059619,Not Available,11,Not Available,11,89,11,Not Available,11,80,11,Not Available,11,59,11,Not Available,11,85,11,74,11,22,11,14,11,11
059620,1,,1,,76,,1,,77,,2,,78,,1,,67,,60,,90,,19,,
059621,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059622,Not Available,11,Not Available,11,88,11,Not Available,11,94,11,Not Available,11,95,11,Not Available,11,100,11,87,11,23,11,14,11,11
059623,Not Available,11,Not Available,11,65,11,Not Available,11,55,11,Not Available,11,59,11,Not Available,11,60,11,54,11,11,11,3,11,11
059624,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059626,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059627,4,11,3,11,87,11,4,11,89,11,4,11,86,11,4,11,91,11,90,11,42,11,19,11,11
059628,Not Available,11,Not Available,11,62,11,Not Available,11,63,11,Not Available,11,70,11,Not Available,11,65,11,55,11,32,11,19,11,11
059629,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059631,2,11,2,11,86,11,2,11,85,11,1,11,71,11,2,11,81,11,77,11,50,11,15,11,11
059633,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059634,3,,3,,84,,3,,83,,3,,81,,2,,79,,71,,260,,17,,
059635,Not Available,11,Not Available,11,93,11,Not Available,11,82,11,Not Available,11,81,11,Not Available,11,85,11,87,11,30,11,23,11,11
